rank,hitter_id,player,team,opponent,game_start_time,game_status,batting_order,pitcher,pitcher_id,pitcher_hand,hr_score,tier,play_type,reason_tags,power_score,pitcher_score,environment_score,lineup_score,platoon_score,recent_form_score,confirmed_lineup,rotowire_confirmed_lineup,rotowire_batting_order,rotowire_player_found,lineup_disagreement,lineup_sources_used,source_warnings,stat_years_used,bvp_pa,bvp_hr,bvp_note,recent_games,recent_hits,recent_abs,recent_hr,recent_form_note,split_matchup_note,pitch_mix_note,barrel_pct,hard_hit_pct,avg_exit_velocity,ev50,xslg,xiso,xwoba,bat_speed,fast_swing_pct,pull_pct,fb_pct,hr_total,iso,pitcher_barrel_pct_allowed,pitcher_hard_hit_pct_allowed,pitcher_avg_exit_velocity_allowed,pitcher_xslg_allowed,pitcher_xiso_allowed,pitcher_fb_pct_allowed,wind_direction,weather_temp,ballpark,odds
189,691785,Marcelo Mayer,BOS,SEA,2026-06-21T02:10:00Z,Scheduled,9,Emerson Hancock,676106,R,38.6,Longshot,Watch List,"Projected Lineup, Platoon Edge",24.7,54.4,25.4,40.2,80.0,16.1,No,No,9,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,22,0,"Last 7 games: 5/22, 0 HR","platoon edge; pitcher baseline 9.8% barrel, 12.2 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,6.89,40.5,87.2,98.8372,0.3088,0.1058,0.2609,74.59,46.49,36.85,26.12,3.3,0.1152,9.8,44.04,90.05,0.461,0.1955,28.24,,,T-Mobile Park,
190,689414,Liam Hicks,MIA,SF,2026-06-20T20:10:00Z,Pre-Game,1,Trevor McDonald,686790,R,38.5,Longshot,Watch List,"Premium Lineup Spot, Platoon Edge",11.3,26.8,35.0,93.2,80.0,57.2,Yes,Yes,1,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,11,29,1,Contact streak: 11/29 over last 7 games,"platoon edge; pitcher baseline 5.3% barrel, 3.1 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,4.16,30.01,85.23,96.7704,0.3577,0.1102,0.3164,67.96,3.02,40.0,24.5,10.9,0.1655,5.34,40.07,89.58,0.376,0.1234,13.87,None,72,loanDepot park,
191,696285,Jacob Young,WSH,TB,2026-06-20T20:10:00Z,Pre-Game,7,Ian Seymour,693855,L,38.4,Longshot,Watch List,Platoon Edge,20.8,36.9,41.1,64.3,78.0,9.3,Yes,Yes,7,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,22,0,"Last 7 games: 4/22, 0 HR","platoon edge; pitcher baseline 8.3% barrel, 5.7 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,5.19,35.74,88.65,98.7211,0.3731,0.1167,0.3019,69.07,2.51,33.53,23.09,6.2,0.1274,8.29,36.75,87.79,0.3798,0.1656,31.9,None,72,Tropicana Field,
192,680700,Richie Palacios,TB,WSH,2026-06-20T20:10:00Z,Pre-Game,5,Cade Cavalli,676917,R,38.4,Longshot,Watch List,Platoon Edge,13.4,32.3,41.1,86.4,80.0,14.6,Yes,Yes,5,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,23,0,"Last 7 games: 5/23, 0 HR","platoon edge; pitcher baseline 6.9% barrel, 6.3 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,4.29,31.99,87.66,97.0997,0.3499,0.0934,0.3173,68.66,3.03,35.34,17.69,1.0,0.0973,6.88,39.77,88.61,0.3944,0.1389,21.61,None,72,Tropicana Field,
193,695490,Edwin Arroyo,CIN,NYY,2026-06-20T17:35:00Z,Pre-Game,9,Will Warren,701542,R,38.3,Longshot,Watch List,"Good Environment, Platoon Edge",10.1,38.1,83.7,44.8,75.0,4.5,Yes,Yes,9,Yes,No,MLB Stats API; RotoWire,,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,20,0,"Last 7 games: 3/20, 0 HR","switch hitter; pitcher baseline 7.6% barrel, 11.5 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,0.0,30.0,88.7,96.3335,0.282,0.047,0.264,69.6,9.8,50.0,16.7,0.0,0.024,7.61,40.75,90.37,0.3812,0.1407,26.41,Out To RF,77,Yankee Stadium,
194,671732,Lawrence Butler,ATH,LAA,2026-06-21T02:05:00Z,Scheduled,7,Walbert Ureña,700712,R,38.2,Longshot,Watch List,"Projected Lineup, Platoon Edge",33.1,17.2,30.9,59.8,80.0,59.0,No,No,7,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,23,1,Contact streak: 9/23 over last 7 games,"platoon edge; pitcher baseline 5.7% barrel, 5.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.66,44.82,89.38,102.2561,0.3783,0.1395,0.3061,73.66,37.03,34.47,20.04,9.8,0.1294,5.7,33.1,87.2,0.304,0.102,24.0,,,Sutter Health Park,
195,664702,Myles Straw,TOR,CHC,2026-06-20T18:20:00Z,Pre-Game,9,Colin Rea,607067,R,38.0,Longshot,Watch List,No major boost,11.0,59.7,55.3,44.8,50.0,19.5,Yes,Yes,9,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,16,0,"Last 7 games: 4/16, 0 HR","same-side matchup; pitcher baseline 11.6% barrel, 14.4 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,3.97,26.54,86.36,96.2897,0.3622,0.099,0.3048,68.43,5.45,37.97,26.97,2.6,0.0973,11.56,41.91,90.15,0.4814,0.2064,26.33,L To R,74,Wrigley Field,
196,691011,Drew Romo,CWS,DET,2026-06-20T17:10:00Z,Warmup,9,Troy Melton,675512,R,37.9,Longshot,Watch List,Platoon Edge,17.7,38.5,65.1,44.8,75.0,0.0,Yes,Yes,9,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,2,24,0,"Last 7 games: 2/24, 0 HR","switch hitter; pitcher baseline 6.9% barrel, 5.6 HR allowed",fly-ball profile; pitcher fly-ball pressure modest,9.5,28.6,84.4,96.3025,0.2338,0.0994,0.1932,68.42,4.06,39.7,36.5,3.5,0.1547,6.92,41.57,89.75,0.4186,0.1659,25.96,Out To LF,67,Comerica Park,
197,671976,Tristan Peters,CWS,DET,2026-06-20T17:10:00Z,Warmup,8,Troy Melton,675512,R,37.8,Longshot,Watch List,Platoon Edge,8.6,39.1,65.1,52.4,80.0,25.3,Yes,Yes,8,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,18,1,"Last 7 games: 3/18, 1 HR","platoon edge; pitcher baseline 6.9% barrel, 5.6 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,3.29,30.69,86.31,97.6095,0.3096,0.091,0.2551,69.14,4.13,41.21,14.84,2.1,0.105,6.92,41.57,89.75,0.4186,0.1659,25.96,Out To LF,67,Comerica Park,
198,687749,Jase Bowen,SD,TEX,2026-06-20T20:05:00Z,Pre-Game,8,MacKenzie Gore,669022,L,37.8,Longshot,Watch List,Platoon Edge,17.3,47.2,41.1,52.4,78.0,5.1,Yes,Yes,8,Yes,No,MLB Stats API; RotoWire,,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,2,13,0,"Last 7 games: 2/13, 0 HR","platoon edge; pitcher baseline 9.4% barrel, 11.6 HR allowed",fly-ball profile; pitcher fly-ball pressure modest,7.1,14.3,82.6,91.8928,0.24,0.071,0.197,73.4,33.3,28.6,57.1,0.0,0.0,9.41,44.1,89.91,0.3961,0.1565,28.21,None,72,Globe Life Field,
199,592663,J.T. Realmuto,PHI,NYM,2026-06-20T23:15:00Z,Scheduled,7,Freddy Peralta,642547,R,37.8,Longshot,Watch List,Projected Lineup,31.6,30.3,34.3,59.8,50.0,41.7,No,No,7,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,26,2,Hot streak: 2 HR in last 7 games,"same-side matchup; pitcher baseline 6.6% barrel, 13.3 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,6.35,41.23,89.3,99.4757,0.4012,0.1475,0.3223,72.84,31.2,41.88,26.71,7.1,0.1172,6.57,37.86,87.79,0.361,0.1347,25.68,,,Citizens Bank Park,
200,702332,Caleb Durbin,BOS,SEA,2026-06-21T02:10:00Z,Scheduled,6,Emerson Hancock,676106,R,37.8,Longshot,Watch List,"Projected Lineup, Hot Hitter/Streak",7.4,54.4,25.4,71.7,50.0,79.0,No,No,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,25,4,Hot streak: 4 HR in last 7 games,"same-side matchup; pitcher baseline 9.8% barrel, 12.2 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,3.09,29.84,85.2,96.4521,0.3389,0.0965,0.2896,68.39,2.74,41.44,19.12,6.8,0.1415,9.8,44.04,90.05,0.461,0.1955,28.24,,,T-Mobile Park,
201,622268,Donovan Walton,LAA,ATH,2026-06-21T02:05:00Z,Scheduled,8,J.T. Ginn,669372,R,37.7,Longshot,Watch List,"Projected Lineup, Platoon Edge, Hot Hitter/Streak",21.9,32.9,30.9,47.9,80.0,81.7,No,No,8,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,16,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 7.2% barrel, 10.7 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,5.39,36.8,88.54,98.3835,0.3996,0.125,0.3027,67.6,0.0,37.42,22.58,1.4,0.1239,7.21,39.74,88.19,0.3726,0.1393,23.08,,,Sutter Health Park,
202,694384,Nolan Schanuel,LAA,ATH,2026-06-21T02:05:00Z,Scheduled,5,J.T. Ginn,669372,R,37.3,Longshot,Watch List,"Projected Lineup, Platoon Edge",12.5,32.9,30.9,81.9,80.0,39.8,No,No,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,19,1,"Last 7 games: 5/19, 1 HR","platoon edge; pitcher baseline 7.2% barrel, 10.7 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,3.31,30.75,87.36,96.9801,0.3747,0.1099,0.3186,67.85,6.52,39.82,19.89,7.1,0.125,7.21,39.74,88.19,0.3726,0.1393,23.08,,,Sutter Health Park,
203,676439,Hunter Feduccia,TB,WSH,2026-06-20T20:10:00Z,Pre-Game,8,Cade Cavalli,676917,R,37.2,Longshot,Watch List,Platoon Edge,25.3,32.3,41.1,52.4,80.0,7.0,Yes,Yes,8,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,18,0,"Last 7 games: 3/18, 0 HR","platoon edge; pitcher baseline 6.9% barrel, 6.3 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.36,35.6,89.77,98.4702,0.3307,0.1157,0.2953,70.29,7.87,29.16,25.91,0.7,0.0668,6.88,39.77,88.61,0.3944,0.1389,21.61,None,72,Tropicana Field,
204,660688,Keibert Ruiz,WSH,TB,2026-06-20T20:10:00Z,Pre-Game,9,Ian Seymour,693855,L,36.8,Longshot,Watch List,Platoon Edge,19.9,36.3,41.1,44.8,75.0,46.5,Yes,Yes,9,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,26,1,"Last 7 games: 8/26, 1 HR","switch hitter; pitcher baseline 8.3% barrel, 5.7 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,4.79,36.78,88.16,97.9295,0.3608,0.1199,0.2737,67.15,0.3,57.27,28.45,4.8,0.1676,8.29,36.75,87.79,0.3798,0.1656,31.9,None,72,Tropicana Field,
205,573262,Mike Yastrzemski,ATL,MIL,2026-06-20T20:10:00Z,Pre-Game,8,Kyle Harrison,690986,L,36.8,Longshot,Watch List,No major boost,28.5,30.9,44.4,52.4,50.0,30.3,Yes,Yes,8,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,20,1,"Last 7 games: 4/20, 1 HR","same-side matchup; pitcher baseline 6.7% barrel, 6.1 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,5.14,42.6,90.73,99.4651,0.3483,0.1197,0.3003,71.13,7.67,44.85,30.63,7.9,0.1371,6.73,34.86,89.44,0.3712,0.1336,27.81,In From RF,83,Truist Park,
206,677942,Blaze Alexander,BAL,LAD,2026-06-21T02:10:00Z,Scheduled,9,Yoshinobu Yamamoto,808967,R,36.8,Longshot,Watch List,Projected Lineup,39.5,30.0,27.6,40.2,50.0,45.0,No,No,9,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,20,0,Contact streak: 9/20 over last 7 games,"same-side matchup; pitcher baseline 6.7% barrel, 11.2 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,8.39,45.72,91.74,100.5901,0.4321,0.1514,0.3414,72.38,25.95,34.02,21.43,3.5,0.1243,6.68,38.02,88.44,0.3565,0.1319,23.43,,,UNIQLO Field at Dodger Stadium,
207,624431,Jose Trevino,CIN,NYY,2026-06-20T17:35:00Z,Pre-Game,8,Will Warren,701542,R,36.7,Longshot,Watch List,Good Environment,7.4,39.4,83.7,52.4,50.0,8.5,Yes,Yes,8,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,17,0,"Last 7 games: 3/17, 0 HR","same-side matchup; pitcher baseline 7.6% barrel, 11.5 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,1.35,31.88,85.94,96.6412,0.292,0.0731,0.2374,69.46,4.84,34.6,17.58,1.2,0.0528,7.61,40.75,90.37,0.3812,0.1407,26.41,Out To RF,77,Yankee Stadium,
208,664983,Jake McCarthy,COL,PIT,2026-06-21T01:10:00Z,Scheduled,1,Paul Skenes,694973,R,36.7,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",13.7,22.0,38.7,88.7,80.0,30.0,No,No,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,25,0,Contact streak: 8/25 over last 7 games,"platoon edge; pitcher baseline 5.8% barrel, 8.9 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,5.16,25.22,84.7,95.9405,0.3866,0.1301,0.3042,70.78,12.42,36.96,23.06,4.0,0.1522,5.8,37.16,87.46,0.3175,0.1183,21.75,,,Coors Field,
209,669364,Xavier Edwards,MIA,SF,2026-06-20T20:10:00Z,Pre-Game,4,Trevor McDonald,686790,R,36.4,Longshot,Watch List,"Premium Lineup Spot, Platoon Edge",14.1,26.5,35.0,94.9,75.0,2.5,Yes,Yes,4,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,22,0,"Last 7 games: 3/22, 0 HR","switch hitter; pitcher baseline 5.3% barrel, 3.1 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,4.09,31.29,87.01,96.9483,0.3796,0.1117,0.323,68.02,2.47,31.95,21.42,5.1,0.1148,5.34,40.07,89.58,0.376,0.1234,13.87,None,72,loanDepot park,
210,805999,A.J. Ewing,NYM,PHI,2026-06-20T23:15:00Z,Scheduled,7,Cristopher Sánchez,650911,L,36.3,Longshot,Watch List,Projected Lineup,24.3,34.8,34.3,59.8,50.0,37.8,No,No,7,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,24,1,"Last 7 games: 6/24, 1 HR","same-side matchup; pitcher baseline 8.1% barrel, 7.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,4.9,40.2,88.7,99.9135,0.39,0.126,0.328,70.4,12.0,31.7,23.2,2.0,0.117,8.08,42.18,89.21,0.3548,0.1312,17.53,,,Citizens Bank Park,
211,642215,Weston Wilson,SEA,BOS,2026-06-21T02:10:00Z,Scheduled,9,Connelly Early,813349,L,36.3,Longshot,Watch List,"Projected Lineup, Platoon Edge",23.8,45.9,25.4,40.2,78.0,20.3,No,No,9,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,2,15,1,"Last 7 games: 2/15, 1 HR","platoon edge; pitcher baseline 9.3% barrel, 9.8 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,5.4,34.91,87.65,98.3198,0.3423,0.1347,0.2978,73.05,30.43,53.36,30.68,2.2,0.1185,9.3,41.61,89.72,0.3897,0.1617,31.31,,,T-Mobile Park,
212,805300,Jakob Marsee,MIA,SF,2026-06-20T20:10:00Z,Pre-Game,7,Trevor McDonald,686790,R,35.8,Longshot,Watch List,Platoon Edge,19.9,26.8,35.0,64.3,80.0,28.1,Yes,Yes,7,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,27,1,"Last 7 games: 5/27, 1 HR","platoon edge; pitcher baseline 5.3% barrel, 3.1 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,5.09,37.41,87.29,98.6608,0.3545,0.1148,0.3197,70.43,6.0,40.6,23.47,4.3,0.13,5.34,40.07,89.58,0.376,0.1234,13.87,None,72,loanDepot park,
213,683146,Brett Baty,NYM,PHI,2026-06-20T23:15:00Z,Scheduled,9,Cristopher Sánchez,650911,L,35.6,Longshot,Watch List,Projected Lineup,35.8,34.8,34.3,40.2,50.0,2.0,No,No,9,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,2,15,0,"Last 7 games: 2/15, 0 HR","same-side matchup; pitcher baseline 8.1% barrel, 7.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,8.91,40.81,89.58,100.8052,0.3856,0.1525,0.3046,74.73,50.53,35.47,22.95,7.5,0.1173,8.08,42.18,89.21,0.3548,0.1312,17.53,,,Citizens Bank Park,
214,690976,Alex Freeland,LAD,BAL,2026-06-21T02:10:00Z,Scheduled,9,Trevor Rogers,669432,L,35.6,Longshot,Watch List,"Projected Lineup, Platoon Edge",27.8,38.0,27.6,40.2,75.0,15.3,No,No,9,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,18,0,"Last 7 games: 4/18, 0 HR","switch hitter; pitcher baseline 7.1% barrel, 8.1 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.09,39.68,89.93,99.1853,0.3277,0.1231,0.2824,70.63,9.68,34.99,27.23,2.7,0.1067,7.11,42.03,89.49,0.4124,0.1622,23.97,,,UNIQLO Field at Dodger Stadium,
215,677587,Brayan Rocchio,CLE,HOU,2026-06-20T23:15:00Z,Scheduled,3,Spencer Arrighetti,681293,R,35.5,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",14.0,26.8,27.6,92.1,75.0,13.3,No,No,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,24,0,"Last 7 games: 5/24, 0 HR","switch hitter; pitcher baseline 6.4% barrel, 3.9 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,3.02,33.19,87.09,97.6955,0.3587,0.1074,0.3083,70.0,7.29,43.22,23.27,5.0,0.1203,6.42,34.04,87.56,0.3812,0.1406,27.32,,,Daikin Park,
216,676694,Jake Meyers,HOU,CLE,2026-06-20T23:15:00Z,Scheduled,8,Joey Cantillo,676282,L,35.5,Longshot,Watch List,"Projected Lineup, Platoon Edge",18.7,40.5,27.6,47.9,78.0,35.6,No,No,8,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,17,1,"Last 7 games: 4/17, 1 HR","platoon edge; pitcher baseline 8.5% barrel, 10.7 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,6.75,31.27,86.63,96.8711,0.3491,0.1263,0.2809,67.7,4.93,36.45,27.19,3.0,0.1083,8.53,38.79,88.38,0.3952,0.1578,30.31,,,Daikin Park,
217,703607,Henry Bolte,ATH,LAA,2026-06-21T02:05:00Z,Scheduled,8,Walbert Ureña,700712,R,34.7,Longshot,Watch List,Projected Lineup,35.9,17.2,30.9,47.9,50.0,57.5,No,No,8,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,21,1,Contact streak: 8/21 over last 7 games,"same-side matchup; pitcher baseline 5.7% barrel, 5.0 HR allowed",EV profile; pitcher fly-ball pressure modest,5.6,52.1,92.3,105.1562,0.341,0.114,0.306,77.0,75.2,33.3,20.8,2.0,0.106,5.7,33.1,87.2,0.304,0.102,24.0,,,Sutter Health Park,
218,663368,Blake Perkins,MIL,ATL,2026-06-20T20:10:00Z,Pre-Game,7,Chris Sale,519242,L,34.5,Longshot,Watch List,"Projected Lineup, Platoon Edge",14.1,20.5,44.4,59.8,75.0,63.3,No,No,7,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,14,1,Contact streak: 6/14 over last 7 games,"switch hitter; pitcher baseline 6.1% barrel, 7.5 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,4.61,33.6,87.15,97.5024,0.2959,0.0974,0.2629,70.28,6.73,41.79,21.85,1.6,0.1059,6.09,32.46,86.92,0.3403,0.115,25.76,In From RF,83,Truist Park,
219,678662,Ezequiel Tovar,COL,PIT,2026-06-21T01:10:00Z,Scheduled,8,Paul Skenes,694973,R,34.1,Longshot,Watch List,Projected Lineup,32.5,22.0,38.7,47.9,50.0,20.9,No,No,8,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,27,0,"Last 7 games: 7/27, 0 HR","same-side matchup; pitcher baseline 5.8% barrel, 8.9 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,8.32,36.03,88.28,99.2948,0.4011,0.1646,0.2966,71.81,19.38,37.4,30.62,6.2,0.1253,5.8,37.16,87.46,0.3175,0.1183,21.75,,,Coors Field,
220,807712,Luke Keaschall,MIN,AZ,2026-06-21T02:10:00Z,Scheduled,9,Zac Gallen,668678,R,34.0,Longshot,Watch List,Projected Lineup,10.5,57.3,28.2,40.2,50.0,48.1,No,No,9,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,22,1,"Last 7 games: 7/22, 1 HR","same-side matchup; pitcher baseline 9.7% barrel, 18.4 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,3.59,29.52,85.22,96.6143,0.3493,0.1083,0.3037,68.51,6.82,36.65,25.99,2.6,0.0989,9.7,44.54,90.73,0.4725,0.1892,28.69,,,Chase Field,
221,687551,Drew Gilbert,SF,MIA,2026-06-20T20:10:00Z,Pre-Game,8,Max Meyer,676974,R,33.9,Longshot,Watch List,Platoon Edge,9.8,45.4,35.0,52.4,80.0,0.0,Yes,Yes,8,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,2,17,0,"Last 7 games: 2/17, 0 HR","platoon edge; pitcher baseline 8.6% barrel, 8.5 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,3.22,32.93,85.41,97.2397,0.3178,0.095,0.2756,70.66,11.07,40.49,18.36,3.0,0.1411,8.57,44.7,90.43,0.3984,0.1588,27.12,None,72,loanDepot park,
222,665750,Leody Taveras,BAL,LAD,2026-06-21T02:10:00Z,Scheduled,6,Yoshinobu Yamamoto,808967,R,33.9,Longshot,Watch List,"Projected Lineup, Platoon Edge",17.6,28.8,27.6,71.7,75.0,5.1,No,No,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,26,0,"Last 7 games: 4/26, 0 HR","switch hitter; pitcher baseline 6.7% barrel, 11.2 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,5.07,31.49,87.52,98.4982,0.3342,0.1103,0.2782,72.32,24.63,33.02,22.91,2.3,0.1102,6.68,38.02,88.44,0.3565,0.1319,23.43,,,UNIQLO Field at Dodger Stadium,
223,672275,Patrick Bailey,CLE,HOU,2026-06-20T23:15:00Z,Scheduled,9,Spencer Arrighetti,681293,R,33.2,Longshot,Watch List,"Projected Lineup, Platoon Edge",27.5,26.8,27.6,40.2,75.0,22.9,No,No,9,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,22,0,"Last 7 games: 6/22, 0 HR","switch hitter; pitcher baseline 6.4% barrel, 3.9 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,6.65,36.82,89.18,98.705,0.3519,0.1363,0.2717,72.65,28.19,31.66,25.71,3.2,0.0869,6.42,34.04,87.56,0.3812,0.1406,27.32,,,Daikin Park,
