rank,hitter_id,player,team,opponent,game_start_time,game_status,batting_order,pitcher,pitcher_id,pitcher_hand,hr_score,tier,play_type,reason_tags,power_score,pitcher_score,environment_score,lineup_score,platoon_score,recent_form_score,confirmed_lineup,rotowire_confirmed_lineup,rotowire_batting_order,rotowire_player_found,lineup_disagreement,lineup_sources_used,source_warnings,stat_years_used,bvp_pa,bvp_hr,bvp_note,recent_games,recent_hits,recent_abs,recent_hr,recent_form_note,split_matchup_note,pitch_mix_note,barrel_pct,hard_hit_pct,avg_exit_velocity,ev50,xslg,xiso,xwoba,bat_speed,fast_swing_pct,pull_pct,fb_pct,hr_total,iso,pitcher_barrel_pct_allowed,pitcher_hard_hit_pct_allowed,pitcher_avg_exit_velocity_allowed,pitcher_xslg_allowed,pitcher_xiso_allowed,pitcher_fb_pct_allowed,wind_direction,weather_temp,ballpark,odds
163,672640,Otto Lopez,MIA,MIL,2026-07-17T23:40:00Z,Scheduled,2,Logan Henderson,701656,R,42.4,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot",33.3,31.2,27.6,95.5,50.0,37.8,No,No,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,28,1,"Last 7 games: 7/28, 1 HR","same-side matchup; pitcher baseline 8.7% barrel, 2.3 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,7.03,41.38,89.13,100.553,0.4424,0.1587,0.3342,71.98,24.52,32.93,23.2,10.8,0.1563,8.67,32.17,88.1,0.3534,0.1309,30.65,,,American Family Field,
164,686555,Isaac Collins,KC,SD,2026-07-18T00:10:00Z,Pre-Game,9,Michael King,650633,R,42.4,Longshot,Watch List,Platoon Edge,24.7,37.2,66.7,44.8,75.0,45.3,Yes,Yes,9,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,20,1,"Last 7 games: 6/20, 1 HR","switch hitter; pitcher baseline 9.0% barrel, 10.6 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,5.67,40.16,88.52,100.0715,0.345,0.1039,0.3171,73.33,30.55,41.52,27.07,6.2,0.1305,9.02,34.81,87.45,0.4102,0.166,25.93,Out To CF,87,Kauffman Stadium,
165,663853,Romy Gonzalez,BOS,TB,2026-07-17T23:10:00Z,Scheduled,6,Mason Englert,669438,R,42.2,Longshot,Watch List,Projected Lineup,29.3,56.4,28.7,71.7,50.0,2.5,No,Yes,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,22,0,"Last 7 games: 3/22, 0 HR","same-side matchup; pitcher baseline 11.6% barrel, 5.4 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,6.58,42.39,88.75,100.2918,0.3904,0.1389,0.3118,72.41,26.08,20.74,17.59,3.4,0.1612,11.57,40.6,89.84,0.464,0.201,30.85,,,Fenway Park,
166,662139,Daulton Varsho,TOR,CWS,2026-07-17T23:15:00Z,Pre-Game,6,Anthony Kay,641743,L,42.1,Longshot,Watch List,No major boost,33.8,38.4,43.9,76.2,50.0,0.0,Yes,Yes,6,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,25,0,"Last 7 games: 3/25, 0 HR","same-side matchup; pitcher baseline 8.3% barrel, 12.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,8.9,39.25,87.17,99.6158,0.3988,0.162,0.3039,73.64,35.76,40.1,28.82,10.9,0.1959,8.3,38.8,88.6,0.417,0.149,21.0,None,72,Rogers Centre,
167,691019,Kyle Teel,CWS,TOR,2026-07-17T23:15:00Z,Pre-Game,6,Spencer Miles,693686,R,41.6,Longshot,Watch List,"Strong Barrel, Platoon Edge",37.3,13.9,43.9,76.2,80.0,30.3,Yes,Yes,6,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,20,1,"Last 7 games: 4/20, 1 HR","platoon edge; pitcher baseline 4.2% barrel, 4.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,11.63,46.28,86.13,100.2066,0.3936,0.1545,0.3223,71.88,26.79,40.54,26.44,3.8,0.1317,4.2,34.7,86.6,0.34,0.104,19.8,None,72,Rogers Centre,
168,665966,Carlos Narvaez,BOS,TB,2026-07-17T23:10:00Z,Scheduled,8,Mason Englert,669438,R,41.5,Longshot,Watch List,Projected Lineup,32.7,56.4,28.7,47.9,50.0,32.9,No,No,8,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,23,1,"Last 7 games: 5/23, 1 HR","same-side matchup; pitcher baseline 11.6% barrel, 5.4 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,7.42,40.33,91.31,100.312,0.3439,0.134,0.2776,71.95,19.66,30.9,29.26,5.9,0.108,11.57,40.6,89.84,0.464,0.201,30.85,,,Fenway Park,
169,661388,William Contreras,MIL,MIA,2026-07-17T23:40:00Z,Scheduled,4,Sandy Alcantara,645261,R,41.5,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot",36.4,33.1,27.6,90.4,50.0,4.2,No,No,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,27,0,"Last 7 games: 4/27, 0 HR","same-side matchup; pitcher baseline 6.4% barrel, 15.7 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,6.89,44.23,90.4,101.5035,0.428,0.1604,0.3343,73.2,35.21,37.65,23.45,11.4,0.1229,6.43,37.79,88.95,0.3898,0.1323,24.24,,,American Family Field,
170,807712,Luke Keaschall,MIN,CHC,2026-07-18T00:05:00Z,Pre-Game,8,Colin Rea,607067,R,41.4,Longshot,Watch List,Good Environment,10.6,54.9,73.3,52.4,50.0,37.3,Yes,Yes,8,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,19,0,Contact streak: 7/19 over last 7 games,"same-side matchup; pitcher baseline 10.4% barrel, 15.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,3.73,29.52,85.08,96.6041,0.35,0.1083,0.3065,68.65,8.08,37.77,26.13,4.0,0.1073,10.44,41.07,89.87,0.4695,0.1959,25.7,Out To LF,87,Wrigley Field,
171,687515,Colby Thomas,ATH,WSH,2026-07-18T01:40:00Z,Scheduled,6,Cade Cavalli,676917,R,41.4,Longshot,Watch List,"Projected Lineup, Strong Barrel",45.6,30.0,30.9,71.7,50.0,0.0,No,No,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,0,14,0,"Last 7 games: 0/14, 0 HR","same-side matchup; pitcher baseline 6.1% barrel, 7.7 HR allowed",fly-ball profile; pitcher fly-ball pressure modest,11.06,40.13,90.45,101.0242,0.3839,0.1907,0.2661,75.15,52.7,37.32,36.8,4.6,0.1647,6.11,40.61,88.82,0.3839,0.1305,20.56,,,Sutter Health Park,
172,678218,Brandon Valenzuela,TOR,CWS,2026-07-17T23:15:00Z,Pre-Game,7,Anthony Kay,641743,L,41.3,Longshot,Watch List,Platoon Edge,29.8,37.1,43.9,64.3,75.0,5.7,Yes,Yes,7,Yes,No,MLB Stats API; RotoWire,,H:2026 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,19,0,"Last 7 games: 3/19, 0 HR","switch hitter; pitcher baseline 8.3% barrel, 12.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.6,35.6,88.0,98.7147,0.398,0.155,0.321,72.7,23.7,40.7,26.3,7.0,0.166,8.3,38.8,88.6,0.417,0.149,21.0,None,72,Rogers Centre,
173,687093,Vaughn Grissom,LAA,DET,2026-07-18T01:38:00Z,Scheduled,5,Troy Melton,675512,R,41.3,Longshot,Watch List,Projected Lineup,32.5,33.4,28.2,81.9,50.0,46.9,No,No,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,29,1,"Last 7 games: 9/29, 1 HR","same-side matchup; pitcher baseline 6.7% barrel, 7.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,6.3,42.1,89.5,100.0246,0.414,0.152,0.334,71.6,19.3,40.3,28.3,5.0,0.14,6.71,40.17,89.54,0.3591,0.1449,25.75,,,Angel Stadium,
174,687637,Dylan Beavers,BAL,HOU,2026-07-18T00:10:00Z,Pre-Game,6,Peter Lambert,663567,R,41.1,Longshot,Watch List,"Projected Lineup, Platoon Edge",26.1,33.6,41.1,71.7,80.0,19.5,No,No,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,16,0,"Last 7 games: 4/16, 0 HR","platoon edge; pitcher baseline 6.8% barrel, 11.0 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,6.5,33.95,87.82,98.9681,0.3667,0.1467,0.3104,72.06,18.1,38.64,30.2,2.6,0.1331,6.8,37.2,88.8,0.347,0.143,33.8,None,72,Daikin Park,
175,668715,Spencer Steer,CIN,COL,2026-07-18T00:40:00Z,Scheduled,3,Gabriel Hughes,687312,R,41.0,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot",39.7,8.3,38.7,92.1,50.0,54.3,No,No,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,25,1,Contact streak: 9/25 over last 7 games,"same-side matchup; pitcher baseline 0.0% barrel, 0.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,11.1,37.33,88.98,99.0235,0.4275,0.1875,0.3301,70.97,6.89,46.59,29.11,16.1,0.1737,0.0,16.7,87.8,0.28,0.065,29.2,,,Coors Field,
176,803011,Sam Antonacci,CWS,TOR,2026-07-17T23:15:00Z,Pre-Game,1,Spencer Miles,693686,R,40.8,Longshot,Watch List,"Premium Lineup Spot, Platoon Edge",26.6,13.9,43.9,93.2,80.0,36.3,Yes,Yes,1,Yes,No,MLB Stats API; RotoWire,,H:2026 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,25,1,"Last 7 games: 6/25, 1 HR","platoon edge; pitcher baseline 4.2% barrel, 4.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,6.9,36.4,87.5,98.3184,0.439,0.143,0.367,70.2,9.1,32.6,22.9,6.0,0.131,4.2,34.7,86.6,0.34,0.104,19.8,None,72,Rogers Centre,
177,663538,Nico Hoerner,CHC,MIN,2026-07-18T00:05:00Z,Pre-Game,6,Bailey Ober,641927,R,40.7,Longshot,Watch List,"Projected Lineup, Good Environment",8.4,51.6,73.3,71.7,50.0,0.0,No,No,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,25,0,"Last 7 games: 3/25, 0 HR","same-side matchup; pitcher baseline 10.1% barrel, 18.1 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,1.35,28.69,86.21,96.2764,0.3693,0.0829,0.3192,68.43,1.83,33.15,22.54,4.9,0.0942,10.06,35.18,88.62,0.4536,0.2091,32.11,Out To LF,87,Wrigley Field,
178,676391,Ernie Clement,TOR,CWS,2026-07-17T23:15:00Z,Pre-Game,1,Anthony Kay,641743,L,40.6,Longshot,Watch List,"Premium Lineup Spot, Platoon Edge",6.7,38.4,43.9,93.2,78.0,50.3,Yes,Yes,1,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,10,30,1,Contact streak: 10/30 over last 7 games,"platoon edge; pitcher baseline 8.3% barrel, 12.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,2.47,23.48,85.62,95.0473,0.3492,0.0916,0.2785,67.46,2.89,42.76,27.69,8.3,0.1322,8.3,38.8,88.6,0.417,0.149,21.0,None,72,Rogers Centre,
179,679845,Nick Loftin,KC,SD,2026-07-18T00:10:00Z,Pre-Game,8,Michael King,650633,R,40.4,Longshot,Watch List,No major boost,19.9,38.3,66.7,52.4,50.0,56.6,Yes,Yes,8,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,24,1,Contact streak: 9/24 over last 7 games,"same-side matchup; pitcher baseline 9.0% barrel, 10.6 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,5.53,31.27,88.06,97.0248,0.3653,0.1228,0.3108,69.12,5.13,44.08,27.87,4.0,0.1602,9.02,34.81,87.45,0.4102,0.166,25.93,Out To CF,87,Kauffman Stadium,
180,691026,Masyn Winn,STL,AZ,2026-07-18T01:40:00Z,Scheduled,6,Merrill Kelly,518876,R,40.4,Longshot,Watch List,Projected Lineup,14.7,69.9,28.2,71.7,50.0,0.0,No,No,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,2,21,0,"Last 7 games: 2/21, 0 HR","same-side matchup; pitcher baseline 12.7% barrel, 20.9 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,3.68,35.09,88.09,98.691,0.3351,0.086,0.2944,70.96,14.71,33.09,19.85,5.5,0.0946,12.66,43.64,90.06,0.5339,0.2447,26.85,,,Chase Field,
181,702332,Caleb Durbin,BOS,TB,2026-07-17T23:10:00Z,Scheduled,4,Mason Englert,669438,R,40.2,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot",7.5,56.4,28.7,90.4,50.0,54.3,No,No,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed; order MLB 4 vs RotoWire 6,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,25,1,Contact streak: 9/25 over last 7 games,"same-side matchup; pitcher baseline 11.6% barrel, 5.4 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,3.23,28.86,84.99,96.3647,0.3431,0.1,0.2945,68.74,4.84,42.56,18.28,9.6,0.1548,11.57,40.6,89.84,0.464,0.201,30.85,,,Fenway Park,
182,702616,Jackson Holliday,BAL,HOU,2026-07-18T00:10:00Z,Pre-Game,9,Peter Lambert,663567,R,40.2,Longshot,Watch List,"Projected Lineup, Platoon Edge",33.1,33.6,41.1,40.2,80.0,44.5,No,No,9,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,12,0,Contact streak: 5/12 over last 7 games,"platoon edge; pitcher baseline 6.8% barrel, 11.0 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,9.83,38.07,87.75,98.5105,0.3914,0.1595,0.3238,70.53,8.18,38.49,28.39,8.6,0.1575,6.8,37.2,88.8,0.347,0.143,33.8,None,72,Daikin Park,
183,678662,Ezequiel Tovar,COL,CIN,2026-07-18T00:40:00Z,Scheduled,9,Brady Singer,663903,R,40.2,Longshot,Watch List,Projected Lineup,29.1,57.0,38.7,40.2,50.0,18.3,No,No,9,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,2,22,1,"Last 7 games: 2/22, 1 HR","same-side matchup; pitcher baseline 10.2% barrel, 19.7 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.55,34.28,87.79,98.9341,0.3892,0.1562,0.2882,71.88,20.08,37.61,30.83,8.3,0.1351,10.17,41.47,90.93,0.4573,0.1933,28.54,,,Coors Field,
184,641680,Jonah Heim,ATH,WSH,2026-07-18T01:40:00Z,Scheduled,4,Cade Cavalli,676917,R,40.2,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",23.6,29.2,30.9,90.4,75.0,28.1,No,No,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,27,1,"Last 7 games: 5/27, 1 HR","switch hitter; pitcher baseline 6.1% barrel, 7.7 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,6.66,31.63,87.4,97.8032,0.3768,0.148,0.2907,69.84,9.66,39.44,28.46,9.6,0.189,6.11,40.61,88.82,0.3839,0.1305,20.56,,,Sutter Health Park,
185,701675,Nathan Church,STL,AZ,2026-07-18T01:40:00Z,Scheduled,9,Merrill Kelly,518876,R,40.0,Longshot,Watch List,"Projected Lineup, Platoon Edge",18.8,69.9,28.2,40.2,80.0,0.0,No,No,9,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,0,17,0,"Last 7 games: 0/17, 0 HR","platoon edge; pitcher baseline 12.7% barrel, 20.9 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,6.39,34.43,86.83,97.9016,0.3399,0.1193,0.2708,69.77,8.48,34.85,19.85,5.9,0.1249,12.66,43.64,90.06,0.5339,0.2447,26.85,,,Chase Field,
186,595978,Austin Hedges,CLE,PIT,2026-07-17T23:10:00Z,Pre-Game,8,Jared Jones,683003,R,39.7,Longshot,Watch List,Hot Hitter/Streak,15.8,35.7,67.6,52.4,50.0,78.7,Yes,Yes,8,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,20,2,Hot streak: 2 HR in last 7 games,"same-side matchup; pitcher baseline 7.4% barrel, 5.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,4.94,32.97,87.29,98.2051,0.333,0.1021,0.2833,69.96,10.75,51.45,22.68,3.6,0.1223,7.4,38.3,89.7,0.388,0.163,22.3,Out To LF,88,Progressive Field,
187,553869,Elias Díaz,TEX,ATL,2026-07-17T23:15:00Z,Pre-Game,8,Chris Sale,519242,L,39.7,Longshot,Watch List,"Good Environment, Platoon Edge",26.8,22.5,70.9,52.4,78.0,8.5,Yes,No,9,Yes,Yes,MLB Stats API; RotoWire,RotoWire not confirmed; order MLB 8 vs RotoWire 9,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,17,0,"Last 7 games: 3/17, 0 HR","platoon edge; pitcher baseline 6.1% barrel, 8.9 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.04,37.16,86.86,99.9408,0.3778,0.1331,0.2838,74.41,44.66,42.83,25.56,5.5,0.1799,6.09,33.37,87.2,0.3396,0.1157,25.62,Out To LF,84,Truist Park,
188,828599,Lucas Spence,HOU,BAL,2026-07-18T00:10:00Z,Pre-Game,8,Dean Kremer,665152,R,39.2,Longshot,Watch List,Platoon Edge,6.4,57.9,41.1,52.4,80.0,50.0,Yes,Yes,8,Yes,No,MLB Stats API; RotoWire,,H: P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,0,0,0,0,Recent form unavailable,"platoon edge; pitcher baseline 11.1% barrel, 12.9 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,,,,,,,,,,,,,,11.08,34.89,88.38,0.4781,0.2443,38.69,None,72,Daikin Park,
189,553993,Eugenio Suarez,CIN,COL,2026-07-18T00:40:00Z,Scheduled,5,Gabriel Hughes,687312,R,39.1,Longshot,Watch List,"Projected Lineup, Strong Barrel",36.0,8.3,38.7,81.9,50.0,68.3,No,No,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,24,3,Hot streak: 3 HR in last 7 games,"same-side matchup; pitcher baseline 0.0% barrel, 0.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,10.8,35.98,88.59,99.7671,0.3643,0.168,0.2822,71.74,20.48,48.52,32.08,22.4,0.2154,0.0,16.7,87.8,0.28,0.065,29.2,,,Coors Field,
190,642715,Willy Adames,SF,SEA,2026-07-18T02:10:00Z,Scheduled,7,Bryce Miller,682243,R,39.1,Longshot,Watch List,Projected Lineup,39.8,32.1,25.4,59.8,50.0,30.3,No,No,7,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,25,1,"Last 7 games: 5/25, 1 HR","same-side matchup; pitcher baseline 7.3% barrel, 10.7 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,9.94,40.98,88.55,99.2485,0.4063,0.1837,0.3032,72.24,23.79,48.4,34.06,19.5,0.1918,7.3,34.46,87.85,0.3622,0.147,30.53,,,T-Mobile Park,
191,663886,Tyler Stephenson,CIN,COL,2026-07-18T00:40:00Z,Scheduled,6,Gabriel Hughes,687312,R,38.9,Longshot,Watch List,"Projected Lineup, Strong Barrel",46.1,8.3,38.7,71.7,50.0,27.7,No,No,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,23,0,"Last 7 games: 7/23, 0 HR","same-side matchup; pitcher baseline 0.0% barrel, 0.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,11.28,45.98,90.5,100.3573,0.4242,0.1886,0.3256,70.8,8.75,37.99,32.17,8.1,0.1431,0.0,16.7,87.8,0.28,0.065,29.2,,,Coors Field,
192,691788,Joe Mack,MIA,MIL,2026-07-17T23:40:00Z,Scheduled,8,Logan Henderson,701656,R,38.8,Longshot,Watch List,"Projected Lineup, Platoon Edge",35.5,31.2,27.6,47.9,80.0,31.9,No,No,8,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,19,1,"Last 7 games: 4/19, 1 HR","platoon edge; pitcher baseline 8.7% barrel, 2.3 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,8.5,37.3,88.7,99.66,0.41,0.172,0.311,74.5,46.4,48.3,27.1,7.0,0.174,8.67,32.17,88.1,0.3534,0.1309,30.65,,,American Family Field,
193,701678,Hao-Yu Lee,DET,LAA,2026-07-18T01:38:00Z,Scheduled,7,Reid Detmers,672282,L,38.7,Longshot,Watch List,"Projected Lineup, Platoon Edge",25.1,37.7,28.2,59.8,78.0,35.6,No,No,7,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,17,1,"Last 7 games: 4/17, 1 HR","platoon edge; pitcher baseline 8.1% barrel, 10.2 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.3,33.9,87.4,98.6073,0.364,0.141,0.271,70.7,17.2,28.4,28.4,4.0,0.134,8.06,39.51,89.89,0.3595,0.1362,27.36,,,Angel Stadium,
194,694384,Nolan Schanuel,LAA,DET,2026-07-18T01:38:00Z,Scheduled,3,Troy Melton,675512,R,38.4,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",12.7,33.4,28.2,92.1,80.0,37.6,No,No,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,10,27,0,Contact streak: 10/27 over last 7 games,"platoon edge; pitcher baseline 6.7% barrel, 7.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,2.82,31.38,87.36,96.9442,0.3838,0.1092,0.3263,67.85,6.24,40.1,20.87,7.8,0.1229,6.71,40.17,89.54,0.3591,0.1449,25.75,,,Angel Stadium,
195,691907,Tsung-Che Cheng,BOS,TB,2026-07-17T23:10:00Z,Scheduled,9,Mason Englert,669438,R,37.2,Longshot,Watch List,"Projected Lineup, Platoon Edge",14.0,56.4,28.7,40.2,80.0,37.3,No,No,9,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,19,0,Contact streak: 7/19 over last 7 games,"platoon edge; pitcher baseline 11.6% barrel, 5.4 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,3.71,29.77,87.88,95.7869,0.347,0.1176,0.2701,65.54,0.0,33.18,29.62,0.0,0.0259,11.57,40.6,89.84,0.464,0.201,30.85,,,Fenway Park,
196,641487,J.P. Crawford,SEA,SF,2026-07-18T02:10:00Z,Scheduled,1,Landen Roupp,694738,R,36.7,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",23.6,18.2,25.4,88.7,80.0,22.4,No,No,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,26,0,"Last 7 games: 7/26, 0 HR","platoon edge; pitcher baseline 5.3% barrel, 8.2 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,6.37,35.68,88.04,98.438,0.3783,0.1284,0.3297,71.38,19.16,35.0,20.51,10.6,0.1302,5.33,30.69,87.07,0.3464,0.1148,22.24,,,T-Mobile Park,
197,665877,Jose Fermin,STL,AZ,2026-07-18T01:40:00Z,Scheduled,8,Merrill Kelly,518876,R,36.4,Longshot,Watch List,Projected Lineup,7.3,69.9,28.2,47.9,50.0,34.4,No,No,8,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,22,1,"Last 7 games: 5/22, 1 HR","same-side matchup; pitcher baseline 12.7% barrel, 20.9 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,1.54,28.49,85.56,96.0446,0.3397,0.0899,0.2935,68.07,3.37,46.71,24.24,3.1,0.1333,12.66,43.64,90.06,0.5339,0.2447,26.85,,,Chase Field,
198,703607,Henry Bolte,ATH,WSH,2026-07-18T01:40:00Z,Scheduled,7,Cade Cavalli,676917,R,36.3,Longshot,Watch List,Projected Lineup,32.4,30.0,30.9,59.8,50.0,18.3,No,No,7,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,1,22,1,"Last 7 games: 1/22, 1 HR","same-side matchup; pitcher baseline 6.1% barrel, 7.7 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,6.6,47.1,89.9,104.0814,0.346,0.117,0.3,76.9,73.4,32.8,18.0,3.0,0.086,6.11,40.61,88.82,0.3839,0.1305,20.56,,,Sutter Health Park,
