rank,hitter_id,player,team,opponent,game_start_time,game_status,batting_order,pitcher,pitcher_id,pitcher_hand,hr_score,tier,play_type,reason_tags,power_score,pitcher_score,environment_score,lineup_score,platoon_score,recent_form_score,confirmed_lineup,rotowire_confirmed_lineup,rotowire_batting_order,rotowire_player_found,lineup_disagreement,lineup_sources_used,source_warnings,stat_years_used,bvp_pa,bvp_hr,bvp_note,recent_games,recent_hits,recent_abs,recent_hr,recent_form_note,split_matchup_note,pitch_mix_note,barrel_pct,hard_hit_pct,avg_exit_velocity,ev50,xslg,xiso,xwoba,bat_speed,fast_swing_pct,pull_pct,fb_pct,hr_total,iso,pitcher_barrel_pct_allowed,pitcher_hard_hit_pct_allowed,pitcher_avg_exit_velocity_allowed,pitcher_xslg_allowed,pitcher_xiso_allowed,pitcher_fb_pct_allowed,wind_direction,weather_temp,ballpark,odds
1,670541,Yordan Alvarez,HOU,WSH,2026-07-06T22:45:00Z,Pre-Game,2,Miles Mikolas,571945,R,76.3,Tier 2,Best Overall,"Elite Power, Strong Barrel, Premium Lineup Spot, Platoon Edge, Hot Hitter/Streak",86.1,57.9,53.7,100.0,80.0,94.7,Yes,Yes,2,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,10,26,4,Hot streak: 4 HR in last 7 games,"platoon edge; pitcher baseline 10.1% barrel, 21.3 HR allowed",lift-pull EV profile; pitcher fly-ball pressure modest,17.65,53.39,94.7,105.157,0.6673,0.3462,0.4518,76.03,60.76,40.67,37.71,22.1,0.269,10.11,40.75,89.65,0.4899,0.2172,28.35,R To L,86,Nationals Park,
33,694249,Cole Carrigg,COL,LAD,2026-07-07T02:10:00Z,Pre-Game,5,Eric Lauer,641778,L,53.4,Longshot,Watch List,Platoon Edge,28.9,54.1,62.6,86.4,75.0,52.8,Yes,Yes,5,Yes,No,MLB Stats API; RotoWire,,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,20,1,Contact streak: 7/20 over last 7 games,"switch hitter; pitcher baseline 10.4% barrel, 16.4 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,8.2,31.1,85.8,98.9607,0.424,0.178,0.341,73.6,39.9,49.2,26.2,4.0,0.277,10.41,37.77,88.92,0.461,0.2077,38.09,Out To CF,70,UNIQLO Field at Dodger Stadium,
34,682928,CJ Abrams,WSH,HOU,2026-07-06T22:45:00Z,Pre-Game,4,Mike Burrows,681347,R,53.2,Longshot,Watch List,"Premium Lineup Spot, Platoon Edge",38.6,45.5,53.7,94.9,80.0,21.0,Yes,Yes,4,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,29,1,"Last 7 games: 4/29, 1 HR","platoon edge; pitcher baseline 9.1% barrel, 17.2 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,9.14,40.39,89.54,99.9724,0.4199,0.1742,0.3251,72.75,26.34,44.57,28.8,18.3,0.2131,9.05,38.99,88.36,0.4292,0.1738,27.68,R To L,86,Nationals Park,
35,691777,Max Muncy,LAD,COL,2026-07-07T02:10:00Z,Pre-Game,7,Kyle Freeland,607536,L,53.1,Longshot,Watch List,"Projected Lineup, Strong Barrel, Platoon Edge",39.5,59.9,62.6,59.8,78.0,18.0,No,No,7,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,25,0,"Last 7 games: 6/25, 0 HR","platoon edge; pitcher baseline 10.2% barrel, 17.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,10.94,43.67,89.69,101.5754,0.3656,0.1535,0.2852,74.08,45.4,43.03,23.98,6.2,0.1699,10.24,44.71,90.89,0.4856,0.1959,28.8,Out To CF,70,UNIQLO Field at Dodger Stadium,
36,596019,Francisco Lindor,NYM,ATL,2026-07-06T23:15:00Z,Pre-Game,4,Reynaldo López,625643,R,52.9,Longshot,Watch List,"Premium Lineup Spot, Platoon Edge",44.8,35.2,44.9,94.9,75.0,57.6,Yes,Yes,4,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,27,2,Hot streak: 2 HR in last 7 games,"switch hitter; pitcher baseline 5.6% barrel, 4.5 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,8.69,47.34,91.69,100.5917,0.4505,0.1877,0.3471,72.26,21.86,46.65,26.94,12.1,0.1682,5.62,39.92,88.01,0.4761,0.1699,27.44,In From RF,84,Truist Park,
37,668930,Brice Turang,MIL,STL,2026-07-06T23:45:00Z,Pre-Game,3,Dustin May,669160,R,52.3,Longshot,Watch List,"Premium Lineup Spot, Platoon Edge",38.4,42.9,40.1,96.6,80.0,51.9,Yes,No,3,Yes,Yes,MLB Stats API; RotoWire,RotoWire not confirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,11,32,1,Contact streak: 11/32 over last 7 games,"platoon edge; pitcher baseline 7.7% barrel, 11.2 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,8.07,44.32,90.82,100.659,0.4367,0.1789,0.3427,70.18,12.15,26.81,22.59,13.8,0.1764,7.73,45.9,90.18,0.4006,0.1525,23.96,In From LF,86,Busch Stadium,
38,687221,Dalton Rushing,LAD,COL,2026-07-07T02:10:00Z,Pre-Game,9,Kyle Freeland,607536,L,52.2,Longshot,Watch List,"Projected Lineup, Strong Barrel",46.3,59.9,62.6,40.2,50.0,60.3,No,No,9,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,20,1,Contact streak: 8/20 over last 7 games,"same-side matchup; pitcher baseline 10.2% barrel, 17.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,12.6,45.3,90.03,101.8837,0.4168,0.1781,0.3243,72.54,17.96,46.77,27.97,8.2,0.1963,10.24,44.71,90.89,0.4856,0.1959,28.8,Out To CF,70,UNIQLO Field at Dodger Stadium,
39,657757,Gavin Sheets,SD,AZ,2026-07-07T01:40:00Z,Scheduled,4,Brandon Pfaadt,694297,R,51.9,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",39.5,56.1,22.6,90.4,80.0,43.2,No,No,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,21,1,"Last 7 games: 6/21, 1 HR","platoon edge; pitcher baseline 11.5% barrel, 13.4 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,8.62,43.91,89.27,100.2376,0.4334,0.1781,0.3379,74.38,47.07,40.45,23.21,15.5,0.2071,11.53,41.04,89.89,0.4632,0.2044,21.59,,,Petco Park,
40,701538,Jackson Merrill,SD,AZ,2026-07-07T01:40:00Z,Scheduled,6,Brandon Pfaadt,694297,R,51.7,Longshot,Watch List,"Projected Lineup, Strong Barrel, Platoon Edge",45.4,56.1,22.6,71.7,80.0,53.3,No,No,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,26,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 11.5% barrel, 13.4 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,10.9,45.28,89.84,100.495,0.4347,0.192,0.3155,72.98,27.88,38.26,28.17,11.8,0.1566,11.53,41.04,89.89,0.4632,0.2044,21.59,,,Petco Park,
41,686611,Dylan Crews,WSH,HOU,2026-07-06T22:45:00Z,Pre-Game,5,Mike Burrows,681347,R,51.6,Longshot,Watch List,No major boost,42.3,45.5,53.7,86.4,50.0,42.3,Yes,Yes,5,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,25,1,"Last 7 games: 7/25, 1 HR","same-side matchup; pitcher baseline 9.1% barrel, 17.2 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,9.38,42.55,90.54,101.826,0.4371,0.1832,0.3252,73.58,34.06,32.33,26.72,7.2,0.1475,9.05,38.99,88.36,0.4292,0.1738,27.68,R To L,86,Nationals Park,
42,650489,Willi Castro,COL,LAD,2026-07-07T02:10:00Z,Pre-Game,1,Eric Lauer,641778,L,51.6,Longshot,Watch List,"Premium Lineup Spot, Platoon Edge",27.8,54.1,62.6,93.2,75.0,4.2,Yes,Yes,1,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,27,0,"Last 7 games: 4/27, 0 HR","switch hitter; pitcher baseline 10.4% barrel, 16.4 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,6.36,40.17,87.96,100.0233,0.368,0.1302,0.3039,72.51,25.23,43.58,30.34,7.5,0.1225,10.41,37.77,88.92,0.461,0.2077,38.09,Out To CF,70,UNIQLO Field at Dodger Stadium,
43,671218,Heliot Ramos,SF,TOR,2026-07-07T01:45:00Z,Scheduled,3,Kevin Gausman,592332,R,51.1,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot",52.9,43.6,19.3,92.1,50.0,57.6,No,No,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,27,2,Hot streak: 2 HR in last 7 games,"same-side matchup; pitcher baseline 8.5% barrel, 16.8 HR allowed",EV profile; pitcher fly-ball pressure modest,13.28,49.5,92.01,103.3794,0.4583,0.1911,0.3347,72.67,29.51,37.23,23.51,10.5,0.1706,8.5,40.28,89.09,0.4049,0.1648,26.3,,,Oracle Park,
44,664774,LaMonte Wade Jr.,HOU,WSH,2026-07-06T22:45:00Z,Pre-Game,5,Miles Mikolas,571945,R,51.0,Longshot,Watch List,Platoon Edge,24.4,57.9,53.7,86.4,80.0,33.7,Yes,Yes,5,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,6,4,18,1,"Last 6 games: 4/18, 1 HR","platoon edge; pitcher baseline 10.1% barrel, 21.3 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.16,38.73,86.27,98.279,0.3112,0.1384,0.2397,71.82,15.5,40.29,27.82,1.3,0.2207,10.11,40.75,89.65,0.4899,0.2172,28.35,R To L,86,Nationals Park,
45,663656,Kyle Tucker,LAD,COL,2026-07-07T02:10:00Z,Pre-Game,6,Kyle Freeland,607536,L,50.9,Longshot,Watch List,Projected Lineup,33.0,59.9,62.6,71.7,50.0,34.5,No,No,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,20,0,Contact streak: 7/20 over last 7 games,"same-side matchup; pitcher baseline 10.2% barrel, 17.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.09,39.49,89.33,99.0007,0.4123,0.1521,0.3454,71.51,21.78,44.57,31.86,11.5,0.156,10.24,44.71,90.89,0.4856,0.1959,28.8,Out To CF,70,UNIQLO Field at Dodger Stadium,
46,665862,Jazz Chisholm Jr.,NYY,TB,2026-07-06T22:40:00Z,Pre-Game,6,Griffin Jax,643377,R,50.7,Longshot,Watch List,"Strong Barrel, Platoon Edge",42.9,49.4,41.1,76.2,80.0,13.6,Yes,Yes,6,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,19,0,"Last 7 games: 4/19, 0 HR","platoon edge; pitcher baseline 10.3% barrel, 9.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,10.73,41.62,90.19,100.4206,0.4005,0.184,0.3096,73.34,34.41,52.96,29.63,17.7,0.1914,10.31,42.21,88.99,0.4458,0.1828,22.74,None,72,Tropicana Field,
47,641857,Ryan McMahon,NYY,TB,2026-07-06T22:40:00Z,Pre-Game,8,Griffin Jax,643377,R,50.5,Longshot,Watch List,"Strong Barrel, Platoon Edge",49.7,49.4,41.1,52.4,80.0,30.3,Yes,Yes,8,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,20,1,"Last 7 games: 4/20, 1 HR","platoon edge; pitcher baseline 10.3% barrel, 9.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,11.4,49.31,91.41,102.1396,0.4106,0.1793,0.3129,74.56,47.1,38.05,31.12,11.6,0.1565,10.31,42.21,88.99,0.4458,0.1828,22.74,None,72,Tropicana Field,
48,678554,Curtis Mead,WSH,HOU,2026-07-06T22:45:00Z,Pre-Game,3,Mike Burrows,681347,R,50.5,Longshot,Watch List,Premium Lineup Spot,36.9,45.5,53.7,96.6,50.0,26.4,Yes,Yes,3,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,27,0,"Last 7 games: 8/27, 0 HR","same-side matchup; pitcher baseline 9.1% barrel, 17.2 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,8.98,39.77,87.85,99.7209,0.4256,0.1754,0.3359,72.88,30.97,42.28,31.7,10.7,0.1888,9.05,38.99,88.36,0.4292,0.1738,27.68,R To L,86,Nationals Park,
49,607208,Trea Turner,PHI,KC,2026-07-06T18:10:00Z,In Progress,1,Noah Cameron,702070,L,50.4,Longshot,Watch List,"Premium Lineup Spot, Platoon Edge, Hot Hitter/Streak",26.7,41.8,47.2,93.2,78.0,88.6,Yes,Yes,1,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,11,32,3,Hot streak: 3 HR in last 7 games,"platoon edge; pitcher baseline 7.9% barrel, 12.4 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,5.8,40.28,88.95,99.2888,0.3715,0.1246,0.2937,71.48,18.78,33.42,26.74,11.5,0.1327,7.91,38.38,88.67,0.4436,0.1758,25.26,L To R,85,Kauffman Stadium,
50,521692,Salvador Perez,KC,PHI,2026-07-06T18:10:00Z,In Progress,5,Cristopher Sánchez,650911,L,50.1,Longshot,Watch List,"Strong Barrel, Platoon Edge",42.2,32.7,47.2,86.4,78.0,43.2,Yes,Yes,3,Yes,Yes,MLB Stats API; RotoWire,order MLB 5 vs RotoWire 3,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,28,1,"Last 7 games: 8/28, 1 HR","platoon edge; pitcher baseline 7.5% barrel, 9.2 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,10.74,42.71,89.09,100.5081,0.4234,0.1883,0.3017,72.06,22.38,41.91,29.45,16.0,0.1519,7.52,42.04,89.07,0.3471,0.1263,17.32,L To R,85,Kauffman Stadium,
51,670623,Isaac Paredes,HOU,WSH,2026-07-06T22:45:00Z,Pre-Game,3,Miles Mikolas,571945,R,50.0,Longshot,Watch List,Premium Lineup Spot,20.9,57.9,53.7,96.6,50.0,63.1,Yes,Yes,3,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,27,2,Hot streak: 2 HR in last 7 games,"same-side matchup; pitcher baseline 10.1% barrel, 21.3 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,6.3,31.22,86.98,97.0874,0.3751,0.1341,0.32,68.09,7.33,52.49,31.64,14.4,0.1795,10.11,40.75,89.65,0.4899,0.2172,28.35,R To L,86,Nationals Park,
52,695734,Daylen Lile,WSH,HOU,2026-07-06T22:45:00Z,Pre-Game,6,Mike Burrows,681347,R,49.7,Longshot,Watch List,Platoon Edge,29.1,45.5,53.7,76.2,80.0,64.8,Yes,Yes,6,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,26,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 9.1% barrel, 17.2 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,6.67,36.74,88.06,98.5678,0.4245,0.1523,0.3263,70.32,7.26,41.08,31.22,9.7,0.1724,9.05,38.99,88.36,0.4292,0.1738,27.68,R To L,86,Nationals Park,
53,805999,A.J. Ewing,NYM,ATL,2026-07-06T23:15:00Z,Pre-Game,1,Reynaldo López,625643,R,49.6,Longshot,Watch List,"Premium Lineup Spot, Platoon Edge",34.4,35.7,44.9,93.2,80.0,52.8,Yes,Yes,1,Yes,No,MLB Stats API; RotoWire,,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,22,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 5.6% barrel, 4.5 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.4,43.4,89.3,100.3338,0.432,0.157,0.347,70.5,11.4,29.5,27.0,5.0,0.145,5.62,39.92,88.01,0.4761,0.1699,27.44,In From RF,84,Truist Park,
54,695506,Jac Caglianone,KC,PHI,2026-07-06T18:10:00Z,In Progress,7,Cristopher Sánchez,650911,L,49.5,Longshot,Watch List,Strong Barrel,62.5,32.7,47.2,64.3,50.0,7.9,Yes,Yes,4,Yes,Yes,MLB Stats API; RotoWire,order MLB 7 vs RotoWire 4,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,29,0,"Last 7 games: 5/29, 0 HR","same-side matchup; pitcher baseline 7.5% barrel, 9.2 HR allowed",EV profile; pitcher fly-ball pressure modest,14.45,53.11,92.48,105.288,0.4863,0.2234,0.3518,77.26,73.85,41.41,23.38,11.9,0.1828,7.52,42.04,89.07,0.3471,0.1263,17.32,L To R,85,Kauffman Stadium,
55,502671,Paul Goldschmidt,NYY,TB,2026-07-06T22:40:00Z,Pre-Game,3,Griffin Jax,643377,R,49.4,Longshot,Watch List,"Strong Barrel, Premium Lineup Spot",40.4,49.4,41.1,96.6,50.0,0.0,Yes,Yes,3,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,0,22,0,"Last 7 games: 0/22, 0 HR","same-side matchup; pitcher baseline 10.3% barrel, 9.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,10.66,40.27,87.88,99.8521,0.4486,0.1966,0.3283,71.83,17.49,33.39,27.88,12.8,0.2088,10.31,42.21,88.99,0.4458,0.1828,22.74,None,72,Tropicana Field,
56,682626,Francisco Alvarez,NYM,ATL,2026-07-06T23:15:00Z,Pre-Game,7,Reynaldo López,625643,R,49.4,Longshot,Watch List,Strong Barrel,58.2,35.7,44.9,64.3,50.0,28.1,Yes,Yes,7,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,27,1,"Last 7 games: 5/27, 1 HR","same-side matchup; pitcher baseline 5.6% barrel, 4.5 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,15.46,47.72,91.35,102.9367,0.4622,0.2213,0.3344,74.21,43.46,39.92,25.66,9.6,0.1819,5.62,39.92,88.01,0.4761,0.1699,27.44,In From RF,84,Truist Park,
57,676724,Jared Young,NYM,ATL,2026-07-06T23:15:00Z,Pre-Game,6,Reynaldo López,625643,R,49.0,Longshot,Watch List,"Strong Barrel, Platoon Edge",47.2,35.7,44.9,76.2,80.0,4.5,Yes,Yes,6,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,20,0,"Last 7 games: 3/20, 0 HR","platoon edge; pitcher baseline 5.6% barrel, 4.5 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,12.69,45.25,88.38,101.1051,0.4252,0.2053,0.3114,73.51,35.42,39.93,28.21,5.4,0.218,5.62,39.92,88.01,0.4761,0.1699,27.44,In From RF,84,Truist Park,
58,641355,Cody Bellinger,NYY,TB,2026-07-06T22:40:00Z,Pre-Game,4,Griffin Jax,643377,R,48.9,Longshot,Watch List,"Premium Lineup Spot, Platoon Edge",31.6,49.4,41.1,94.9,80.0,0.0,Yes,Yes,4,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,27,0,"Last 7 games: 3/27, 0 HR","platoon edge; pitcher baseline 10.3% barrel, 9.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.22,37.55,88.79,98.6563,0.4271,0.1589,0.3461,69.68,3.84,42.4,32.41,16.4,0.1849,10.31,42.21,88.99,0.4458,0.1828,22.74,None,72,Tropicana Field,
59,592885,Christian Yelich,MIL,STL,2026-07-06T23:45:00Z,Pre-Game,1,Dustin May,669160,R,48.9,Longshot,Watch List,"Premium Lineup Spot, Platoon Edge",34.6,42.9,40.1,93.2,80.0,18.3,Yes,No,1,Yes,Yes,MLB Stats API; RotoWire,RotoWire not confirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,25,1,"Last 7 games: 3/25, 1 HR","platoon edge; pitcher baseline 7.7% barrel, 11.2 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,8.34,41.99,89.08,100.6623,0.3907,0.1639,0.3062,73.19,32.73,36.2,20.84,12.9,0.1544,7.73,45.9,90.18,0.4006,0.1525,23.96,In From LF,86,Busch Stadium,
60,669242,Tommy Edman,LAD,COL,2026-07-07T02:10:00Z,Pre-Game,8,Kyle Freeland,607536,L,48.7,Longshot,Watch List,"Projected Lineup, Platoon Edge",29.2,58.0,62.6,47.9,75.0,45.3,No,No,8,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,20,1,"Last 7 games: 6/20, 1 HR","switch hitter; pitcher baseline 10.2% barrel, 17.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,6.88,39.62,89.77,100.2456,0.4292,0.1293,0.3588,70.55,11.3,42.25,20.2,4.6,0.1612,10.24,44.71,90.89,0.4856,0.1959,28.8,Out To CF,70,UNIQLO Field at Dodger Stadium,
61,669477,Casey Schmitt,SF,TOR,2026-07-07T01:45:00Z,Scheduled,2,Kevin Gausman,592332,R,48.6,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot",48.1,43.6,19.3,95.5,50.0,30.3,No,No,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,25,1,"Last 7 games: 5/25, 1 HR","same-side matchup; pitcher baseline 8.5% barrel, 16.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,11.31,43.73,89.64,100.7094,0.4885,0.2066,0.3476,72.19,25.43,41.13,32.59,15.5,0.199,8.5,40.28,89.09,0.4049,0.1648,26.3,,,Oracle Park,
62,682674,Victor Bericoto,SF,TOR,2026-07-07T01:45:00Z,Scheduled,8,Kevin Gausman,592332,R,48.4,Longshot,Watch List,"Projected Lineup, Strong Barrel, Hot Hitter/Streak",61.2,43.6,19.3,47.9,50.0,72.7,No,No,8,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,25,2,Hot streak: 2 HR in last 7 games,"same-side matchup; pitcher baseline 8.5% barrel, 16.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,14.7,52.9,89.9,101.0235,0.479,0.264,0.298,74.1,44.6,41.2,26.5,4.0,0.319,8.5,40.28,89.09,0.4049,0.1648,26.3,,,Oracle Park,
63,701807,Carson Benge,NYM,ATL,2026-07-06T23:15:00Z,Pre-Game,5,Reynaldo López,625643,R,48.2,Longshot,Watch List,Platoon Edge,36.0,35.7,44.9,86.4,80.0,34.2,Yes,Yes,5,Yes,No,MLB Stats API; RotoWire,,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,31,1,"Last 7 games: 7/31, 1 HR","platoon edge; pitcher baseline 5.6% barrel, 4.5 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,8.0,41.7,89.4,100.093,0.449,0.163,0.345,71.2,18.3,30.6,26.6,10.0,0.137,5.62,39.92,88.01,0.4761,0.1699,27.44,In From RF,84,Truist Park,
64,681198,TJ Rumfield,COL,LAD,2026-07-07T02:10:00Z,Pre-Game,4,Eric Lauer,641778,L,48.0,Longshot,Watch List,Premium Lineup Spot,16.3,55.8,62.6,94.9,50.0,40.7,Yes,Yes,4,Yes,No,MLB Stats API; RotoWire,,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,23,0,Contact streak: 9/23 over last 7 games,"same-side matchup; pitcher baseline 10.4% barrel, 16.4 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,5.7,29.5,84.2,96.6978,0.391,0.137,0.326,69.0,8.8,45.8,28.0,12.0,0.193,10.41,37.77,88.92,0.461,0.2077,38.09,Out To CF,70,UNIQLO Field at Dodger Stadium,
65,671056,Iván Herrera,STL,MIL,2026-07-06T23:45:00Z,Pre-Game,2,Shane Drohan,675660,L,47.7,Longshot,Watch List,"Premium Lineup Spot, Platoon Edge",37.1,32.0,40.1,100.0,78.0,15.3,Yes,Yes,2,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,27,0,"Last 7 games: 6/27, 0 HR","platoon edge; pitcher baseline 8.7% barrel, 5.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.74,43.78,90.08,101.5514,0.4273,0.1635,0.3626,74.19,44.55,36.54,19.38,12.7,0.1555,8.7,36.2,87.7,0.355,0.125,27.0,In From LF,86,Busch Stadium,
66,691176,Jasson Domínguez,NYY,TB,2026-07-06T22:40:00Z,Pre-Game,5,Griffin Jax,643377,R,47.5,Longshot,Watch List,Platoon Edge,28.7,48.3,41.1,86.4,75.0,29.2,Yes,Yes,5,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,26,1,"Last 7 games: 5/26, 1 HR","switch hitter; pitcher baseline 10.3% barrel, 9.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,5.46,43.23,90.11,100.9897,0.3658,0.1127,0.2948,73.89,33.18,44.93,23.92,5.8,0.1702,10.31,42.21,88.99,0.4458,0.1828,22.74,None,72,Tropicana Field,
